TimeStamp,Date,last24h,last7d,last30d,last90d,last180d,last365d,Column1
1603376581344,22-10-2020,0.3685,0.3332,0.3337,0.228,0.1783,0.259,
1603462987344,23-10-2020,0.6883,0.3447,0.3431,0.2316,0.1787,0.2591,
1603549391344,24-10-2020,0.3042,0.3313,0.3462,0.233,0.18,0.2596,
1603635791344,25-10-2020,0.254,0.3271,0.3398,0.2344,0.1814,0.2598,
1603722191344,26-10-2020,0.4851,0.3572,0.3402,0.2385,0.182,0.2594,
1603808591344,27-10-2020,0.3773,0.3762,0.3395,0.2419,0.1849,0.2602,
1603894991344,28-10-2020,0.38,0.3784,0.3464,0.2462,0.1871,0.2601,
1603981431340,29-10-2020,0.3934,0.3812,0.3444,0.2506,0.189,0.2602,
1604067839340,30-10-2020,0.464,0.3707,0.3509,0.2549,0.1905,0.2609,
1604154239340,31-10-2020,0.2409,0.3574,0.3476,0.256,0.1925,0.2608,
1604240653339,01-11-2020,0.525,0.3906,0.3522,0.2575,0.1921,0.2604,
1604327057339,02-11-2020,0.3277,0.3706,0.3492,0.2587,0.1933,0.2606,
1604413457339,03-11-2020,0.442,0.3779,0.3569,0.2629,0.1935,0.2603,
