ActivePower
-587.1666
-624
-619.3333
-427.3333
-323.5
-326.6666
-464.6666
-610.8333
-608.5
-603.5
-603.6666
-603.8333
-601
-433.3333
-316.8333
-318.1666
-510.0000
-606.9999
-641.8333
-646.3333
-648.6666
-616.6666
-558
-380.4999
-271.1666
-268.6666
-466.8333
-556.1666
-545.8333
-550.6666
-548.5
-546.5000
-551.3333
-358.1666
-259.3333
-260.5000
-454
-552.3333
-551.5
-550.8333
-550.6666
-552.8333
-548.8333
-390.1666
-259.0000
-257.5
-437.5
-542.5
-541.8333
-549
-546.1666
-552.1666
-550.6666
-369.6666
-255.1666
-219
-201.1666
-220.8333
-335.5
-329
-327.3333
-324.5
-328.8333
-328
-328.3333
-321.3333
-321
-323.5
-323.6666
-321.8333
-318.8333
-320.8333
-316.1666
-319.5
-317.8333
-317.1666
-314.8333
-321.6666
-320.6666
-288.1666
-219.8333
-228.1666
-213.6666
-205.6666
-184.3333
-209
-183.6666
-196
-179.5000
-204.1666
-185.4999
-181.6666
-189.6666
-189.9999
-182.3333
-174.4999
-192.1666
-187.6666
-191.8333
-195.1666
-181.8333
-205.6666
-191.3333
-192.1666
-187
-184.1666
-196.9999
-172.6666
-194.5
-184.8333
-204
-185.3333
-213.8333
-183.4999
-173.5
-256.3333
-498.3333
-591.1666
-589.8333
-595.3333
-626.1666
-641.1666
-643.1666
-630.6666
-626.0000
-623.3333
-629.8333
-631.3333
-633
-638.8333
-643.4999
-639.6666
-638.3333
-636.3333
-456.6666
-351
-348.9999
-267.3333
-255.4999
-254.9999
-260.5000
-255.8333
-254.3333
-257.0000
-257.6666
-254.9999
-253.5000
-259.8333
-253.3333
-253
-256.8333
-257.3333
-254.6666
-215.8333
-201.8333
-192.4999
-199.3333
-189.3333
-175
-171.8333
-182.3333
-186.1666
-184.0000
-186.8333
-171.6666
-175
-188.6666
-181
-170.1666
-169.1666
-188
-254.5
-482.1666
-494
-598.6666
-591.6666
-586.8333
-583.5
-593
-584.9999
-587.6666
-438.6666
-590.1666
-593.1666
-603.1666
-597.5
-411.1666
-320.6666
-311.3333
-309.6666
-311.5
-311.8333
-319
-312.1666
-305.8333
-280.5
-202.1666
-198.8333
-222.1666
-176.3333
-213.1666
-197.6666
-211.8333
-198.6666
-205.1666
-215
-198.1666
-185.1666
-198.1666
-182.8333
-187.6666
-200.5
-187.8333
-387.6666
-452.6666
-474
-292.6666
-196
-178.3333
-196.3333
-189.4999
-181.6666
-180.1666
-378.6666
-541.8333
-538.5
-340.0000
-237.6666
-243.6666
-240
-347.8333
-354.3333
-343.3333
-526.3333
-637.6666
-645.8333
-459.8333
-355.1666
-354.8333
-359.5
-355.6666
-356.8333
-355.3333
-533.3333
-635.3333
-616.6666
-383
-283.8333
-281.3333
-278
-278.5
-282
-200.3333
-188.6666
-123.0000
-114.1666
-127.1666
-132.1666
-151.8333
-125.8333
-134.8333
-98.83333
-77.50000
-100.1666
-120.1666
-80.66666
-113.6666
-98.83333
-111.1666
-118.5
-99.66666
-114.8333
-92.5
-308.5
-415.9999
-407.0000
-214.0000
-97
-107.6666
-96.00000
-107.5
-105.5
-117
-312.8333
-406.4999
-410.5
-257.5
-216.1666
-218.3333
-210.1666
-206.6666
-215.3333
-237.5000
-415.1666
-519.5000
-518.8333
-326.8333
-222.5
-237.5000
-236.5000
-242.8333
-243
-246
-423.8333
-518.1666
-527.3333
-349.0000
-240.4999
-169.6666
-150.4999
-128.1666
-133.6666
-124.1666
-135.5000
-143.1666
-131.4999
-133.4999
-133.1666
-133.1666
-138
-123.3333
-123.6666
-108.5
-110.3333
-97.99999
-116
-118.8333
-118.3333
-162.6666
-137.1666
-154.6666
-174.3333
-166.3333
-352.0000
-472.3333
-481.1666
-282.1666
-182.8333
-172.5
-183
-173.6666
-2016.666
-2028.833
-2232.666
-2453.000
-860.8333
-351.4999
-227
-209.5
-242.4999
-185.1666
-200.1666
-232.0000
-330.6666
-453.6666
-2004.666
-2143.666
-1983
-728.8333
-115.1666
-91.33333
-91.66666
-84.33333
-257.5
-376.6666
-365.3333
-66.66666
22.9999
29.5
40
20
36.6666
40
50
58.3333
63.3333
83.3333
90
98.3333
98.1666
95.1666
110.499
111.833
109.500
142.333
105.499
106.999
112.666
120.333
97.3333
89.1666
106.166
86.6666
-77.83333
-195.6666
-183.8333
0.16666
105.166
125.333
90.1666
119
104.999
68.0000
-253.4999
-342
-369.5
-154.9999
-24.16666
-30
-60
-55
-30
10
-151
-263.8333
-277.8333
-105.1666
27.3333
69.1666
87.1666
122.166
111.666
146.000
-60
-122.0000
-181.6666
-79.83333
-95.83333
-191.8333
-163.6666
-185.1666
-195.1666
-200.3333
-189.8333
-187.1666
-194.1666
-184.3333
-180.9999
-176.1666
-170.1666
-166.8333
-163.8333
-139.4999
-108.6666
-135.1666
-96.66666
-106.1666
-108.1666
-88.83333
-96.99999
-97.5
-94.49999
-90.83333
-287.4999
-407.6666
-408.1666
-217.3333
-70.50000
-121.1666
-117.8333
-141.3333
-218.8333
-201.9999
-435.9999
-501.5
-525.6666
-313.6666
-219.8333
-89.66666
-203.8333
-221.6666
-197.8333
-225.8333
-362.4999
-513.5
-519.4999
-291.8333
-234.9999
-225.8333
-232.5000
-233.8333
-247.6666
-154.6666
-316.6666
-375.3333
-392.5
-254.9999
-162.6666
-137.3333
-147.3333
-163.1666
-195.8333
-170.3333
-183.1666
-166.5000
-154.8333
-157
-164.3333
-156.6666
-156.5000
-142.3333
-138.9999
-153.5000
-166.8333
-147.0000
-135.3333
-180.4999
-153.9999
-137
-193.1666
-176.5000
-156.9999
-164.5
-409.5000
-478.3333
-450.6666
-282.6666
-209.3333
-182.1666
-284.3333
-301.1666
-282.8333
-285
-475.5
-586
-587.1666
-393.6666
-305.3333
-297.1666
-272.9999
-296.6666
-312.6666
-275.9999
-545
-650.1666
-637.6666
-451.1666
-408.1666
-384.9999
-330.0000
-348.4999
-237.4999
-290.1666
-488.1666
-501.1666
-531.8333
-357.6666
-271.3333
-240.3333
-256.3333
-244.3333
-269.9999
-256.8333
-236.9999
-233.3333
-241.8333
-253.8333
-257.3333
-262.6666
-248.1666
-215.6666
-213.9999
-247.0000
-255.6666
-258.8333
-229.9999
-209.3333
-190.5
-229.5
-249.1666
-341.8333
-217.0000
-374.3333
-452.8333
-560.4999
-563.8333
-415.5
-515.5000
-388.6666
-362.3333
-380.8333
-497.6666
-380.6666
-568.8333
-658.9999
-647.1666
-472.8333
-428.8333
-368.0000
-429.8333
-313.1666
-363.1666
-369.1666
-504.6666
-560.1666
-566
-488.8333
-412.1666
-295
-309.3333
-382
-360.9999
-413.3333
-475.6666
-499.8333
-427.3333
-360.0000
-305.3333
-335.6666
-375.6666
-310.3333
-251.5
-602.6666
-287.3333
-346.8333
-425.1666
-475.1666
-494.1666
-507
-711
-653.6666
-278.3333
-668.3333
-457.3333
-599.8333
-468.4999
-412.6666
-633.6666
-382.6666
-490.1666
-391.1666
-514.6666
-467.6666
-636.8333
-610.6666
-729.1666
-698.3333
-660.6666
-603.6666
-660
-615.5
-559.6666
-521.6666
-558.3333
-716.4999
-886.3333
-564.3333
-614.5
-364.8333
-566.6666
-298.8333
-434.6666
-353.8333
-493.1666
-512.5
-618.6666
-451.3333
-695.8333
-231.8333
-336.6666
-537.3333
-240.3333
-140.6666
-611.9999
-474.6666
-697.6666
-492.3333
-455.0000
-414.1666
-380.9999
-143.3333
-360.3333
-298.1666
-272.3333
-479.1666
-486.1666
-585.8333
-534.1666
-309.8333
-632.8333
-279.4999
-188.1666
-336.6666
-457.4999
-422.0000
-432.3333
-219
-324.6666
-171.8333
-236.3333
-367.3333
-229.5000
-548.6666
-857.4999
-808.1666
-1091.499
-533.6666
-328.5
-300.1666
-296.1666
-483.6666
-481.1666
-483.3333
-667.6666
-583.3333
-513.6666
-405.9999
-289.8333
-414.3333
-476.6666
-484.6666
-496.8333
-432.8333
-504.3333
-562.1666
-464.9999
-393.4999
-431.3333
-441.4999
-450.0000
-384.6666
-276.9999
-282.6666
-455.8333
-531.1666
-650.1666
-527.9999
-441.1666
-439
-332.1666
-278.9999
-275.5000
-252.1666
-275.3333
-435.5000
-442.1666
-432.3333
-355.3333
-272.1666
-271.8333
-260.5000
-283.5
-397.1666
-424.0000
-421.3333
-379.8333
-224
-215.1666
-245.8333
-189.3333
-435.8333
-382.3333
-489.1666
-688.1666
-652.9999
-621.5000
-430
-227.9999
-360.0000
-488.8333
-486.8333
-485.8333
-379
-509.1666
-508.1666
-572.1666
-280.0000
-620.8333
-475.9999
-486.9999
-410.0000
-366.0000
-271.4999
-409.5
-491.0000
-736.0000
-489.3333
-340.6666
-398.8333
-258.8333
-109.9999
-24.66666
-225
-417.8333
-707.4999
-742.9999
-1652.333
-1920.166
-1890.333
-1522.166
-1646
-1774.999
-1887.166
-1851.5
-1945.833
-1697.666
-1681.666
-514.3333
-507.8333
-509.5000
-715.3333
-693.5
-1709.833
-1865.166
-1787.999
-1799.333
-1721
-1906.166
-2049.666
-2020.500
-2101.5
-1865.999
-1712.833
-1943.333
-2090.833
-1877.666
-1392
-1353.5
-1367.166
-1280.166
-1209.166
-1074.499
-391.0000
-549.6666
-735.1666
-740.1666
-545.8333
-668.3333
-379.6666
-238.3333
-292.1666
-350.5
-112.3333
-597.5000
-722.8333
-749.8333
-454
-275.3333
-283
-278.6666
-233.8333
-540.4999
-334.8333
-554.8333
-657.5
-712.3333
-347.6666
-135.0000
-199.6666
-248.8333
-107.1666
-331
-411.8333
-221.6666
-246.4999
-269.1666
-209.3333
-204.1666
-457.3333
-502.1666
-613.6666
-579.1666
-349.0000
-256.1666
-18.83333
-427.6666
-355.6666
-588.1666
-582.0000
-516
-445.3333
-341.8333
-433.9999
-503.1666
-577.4999
-610
-576.6666
-477.3333
-508.9999
-377.5000
-312
-385.9999
-332.8333
-465.8333
-649.8333
-782.0000
-601.8333
-607.5000
-275.1666
-295.4999
-292.3333
-243.0000
-245
-690.5
-808.0000
-659.8333
-602
-156.6666
-285.3333
-353.4999
-262.1666
-377.4999
-489.8333
-566.0000
-744.4999
-590.6666
-408.8333
-304.4999
-283.0000
-311.5000
-416.3333
-443.3333
-446.3333
-330.1666
-292.1666
-228.1666
-272.6666
-272.3333
-429.1666
-486.3333
-463.1666
-378.5000
-275.6666
-165.1666
-362.8333
-338.1666
-428.0000
-532.0000
-524.4999
-497
-307.1666
-432.9999
-437.8333
-585.8333
-649.1666
-759.5000
-473.6666
-454.8333
-351.4999
-355.8333
-361.9999
-348.8333
-346.1666
-704.8333
-664.8333
-1192.500
-1932.000
-1778.833
-1783.333
-1765.833
-1731.166
-1908.000
-1886.166
-2020.333
-2037.666
-2041.833
-1871.833
-1735.333
-1826
-1784.333
-1966.833
-1966.5
-1994.833
-2049.166
-2107.166
-2077.833
-1772.166
-1351.333
-686.9999
-759.9999
-633
-295.3333
-340.5000
-268.8333
-268.8333
-325.1666
-449.3333
-524.8333
-505.6666
-428.8333
-372.0000
-336.6666
-392.3333
-445.6666
-461.6666
-530.1666
-416.8333
-411.3333
-406.1666
-425.3333
-397.6666
-407
-408.3333
-574.3333
-708.8333
-724.3333
-537.1666
-420.0000
-2063
-2423.333
-2448.166
-2424
-2443.5
-2622
-2639.5
-2598
-2323
-2335
-2339.166
-2250.166
-2432.333
-2307.666
-2318.5
-2497.166
-2610.5
-2622.833
-2409.833
-2468.666
-2310.166
-2322.333
-2330.333
-2315.333
-2301.666
-2459.666
-2566.166
-2570.333
-2384.499
-2286.666
-2308
-2335.333
-2302.833
-2297.5
-2297.666
-2292
-2298.833
-2279.333
-2295.333
-2122.166
-2287.5
-2469.333
-2414.666
-2400.333
-2403.666
-2386.333
-2379.166
-2502.333
-2451.833
-2347.666
-2155
-2082.333
-1964.333
-1864.166
-1751.333
-1861.833
-1914.333
-1964
-1698.333
-1569.666
-1593.333
-1658.166
-1258.166
-937.6666
-927.1666
-1060.5
-1142.333
-978.3333
-722.3333
-552.5000
-708.5
-559.3333
-584.6666
-577.4999
-105.5000
-719.5
-651.8333
-517.8333
-355.0000
-225.5000
-260.6666
-273.8333
-472
-646.6666
-417.6666
-476.0000
-573.1666
-617.6666
-430.5000
-325.9999
-315.6666
-334.3333
-332.6666
-334.3333
-352
-317.9999
-319.9999
-308.9999
-431.1666
-436.6666
-415.6666
-507.4999
-423.5
-414.4999
-424.1666
-403.6666
-396.4999
-397.6666
-402.8333
-399.9999
-395.3333
-396
-330.9999
-510.8333
-509.5
-684.5
-771.6666
-721.3333
-542.8333
-463.1666
-355.6666
-351.8333
-372.8333
-306.3333
-337
-509.6666
-615.1666
-527.1666
-2291.166
-2585
-2579.666
-2591.666
-2615
-2622.000
-2584
-2766
-2744.166
